"code","language"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public maxChunksToSorted(self, arr; List[int]) -> int;
        n=len(arr)
        que=[]
        res=0
        for i in range(n-1,-1,-1);
            if not que or arr[i]<=que[0];
                que.insert(0,arr[i])
                res+=1
            else;
                a=bisect_left(que,arr[i])
                if len(que)-1-a<0;
                    que=que[0;1]
                    res=1
                elif a-1!=0;
                    res=len(que)-a+1
                    que=que[0;1]+que[a;]
        return res
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public maxChunksToSorted(self, arr; List[int]) -> int;
        largest_chunk=0
        start=0
        for i in range(len(arr));
            visited=[False]*len(arr)
            for j in range(start,i+1);
                visited[arr[j]]=True
            if all(visited[start;i+1]);
                largest_chunk+=1
                start=i+1
        return largest_chunk
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public numJewelsInStones(self, jewels; str, stones; str) -> int;
        count = 0
        for s in jewels;
            count += stones.count(s)
        return count
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public slidingPuzzle(self, board; List[List[int]]) -> int;
        board = board[0] + board[1] // flatten into vector 
        
        ans = 0 
        seen = set([tuple(board)])
        queue = [board]
        while queue; 
            newq = []
            for x in queue; 
                if x == [1,2,3,4,5,0]; return ans 
                k = x.index(0)
                for kk in (k-1, k+1, k-3, k+3); 
                    if 0 <= kk < 6 and (k, kk) not in ((2, 3), (3, 2));
                        xx = x.copy()
                        xx[k], xx[kk] = xx[kk], xx[k]
                        if tuple(xx) not in seen; 
                            seen.add(tuple(xx))
                            newq.append(xx)
            queue = newq 
            ans += 1
        return -1
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public isIdealPermutation(self, A; List[int]) -> bool;
        m=float('inf')
        for i in range(len(A)-1,1,-1);
            m=min(m,A[i])
            if A[i-2]>m;
                return False
        return True
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public canTransform(self, start; str, end; str) -> bool; 
        ret_0 = collections.defaultdict(int)
        ret_1 = collections.defaultdict(int)
        lst_0, lst_1 = [[]]*2
        r0, r1 = [""""]*2 
        i = 0
        while i < len(start);
            if start[i] in ""LR"";
                ret_0[start[i]] += 1
                r0 += start[i]
            if end[i] in ""LR"";
                ret_1[end[i]] += 1
                r1 += end[i]
            if ret_0[""R""] >= ret_1[""R""] and ret_0[""L""] <= ret_1[""L""];
                pass
            else;
                return False
            i += 1
                 
        return True if r0 == r1 else False
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public swimInWater(self, grid) -> int;
        rows = len(grid)
        cols = len(grid[0])
        T = [[float('-inf') for _ in range(cols)] for _ in range(rows)]
        stack = [(grid[0][0], 0,0)]

        visited = {}

        while stack;
            time,x,y = heapq.heappop(stack)
            nei = [(1,0), (-1,0), (0,1),(0,-1)]
            for dx,dy in nei;
                nx, ny = x+dx, y+dy
                if (nx,ny) not in visited and nx >= 0 and nx < rows and ny >= 0 and ny < cols;
                    T[nx][ny] = max(grid[nx][ny], time)
                    visited[(nx,ny)] = True
                    if nx == rows-1 and ny == cols-1;
                        return T[-1][-1]
                    heapq.heappush(stack, (max(grid[nx][ny], time), nx, ny))

        return T[-1][-1]
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public kthGrammar(self, N; int, K; int) -> int;
        memo = {(1,1); 0}
            public helper(n,k);
            if (n,k) in memo; 
                return memo[(n,k)]
                
            if k==1; return 0
            
            t = helper(n-1, math.ceil(k/2))
            if t==0;
                if k%2==0; return 1
                else; return 0
                
            if t==1;
                if k%2==0; return 0
                else; return 1
                
        return helper(N,K)
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public reachingPoints(self, sx; int, sy; int, tx; int, ty; int) -> bool;
        // if both of sx, sy are even, only evens can be generated, but not all evens can be generated 
        // as such, if you have any odds only in the end target, return false 
        if (sx % 2 == sy % 2 == 0) and ((tx % 2 != 0) or (ty % 2 != 0)) ; 
            return False 
        // or if you have matches that are exactly equal, return True 
        elif (sx == sy == tx == ty) or (sx == tx and sy == ty) ; 
            return True
        else ; 
            // otherwise, return the euclidean gcd procession 
            return self.euclidean_gcd(sx, sy, tx, ty)

        public euclidean_gcd(self, sx, sy, tx, ty) ; 
        // loop while tx and ty are greater than or equaal to their target 
        // count = 0 
        // loop zero printing can be commented out 
        // self.print_euclidean_progression(sx, sy, tx, ty, count)
        while (tx >= sx) and (ty >= sy) ;
            // if these are equal to each other, break 
            if tx == ty ; 
                break
            // otherwise, depending on which is larger 
            elif tx > ty ; 
                // if the other target is above their start still 
                if ty > sy ; 
                    // modulo reduction to remainder 
                    tx %= ty 
                else ; 
                    // if it is at the target, return the modulo result for gcd 
                    return (tx - sx) % ty == 0 
            else ; 
                // see above section for logic breakdown 
                if tx > sx ; 
                    ty %= tx 
                else ; 
                    return (ty - sy) % tx == 0 
            // increment count 
            // count += 1 
            // loop repeats with new values 
            // self.print_euclidean_progression(sx, sy, tx, ty, count)
        // either you broke early due to tx == ty or you completed thee loop when they are less than the valuation 
        // could still be the case that sx == tx and sy == ty 
        // handled by above edge cases for non-loop progression variant 
        // return (sx == tx and sy == ty)
        return False 
    
        public print_euclidean_progression(self, sx, sy, tx, ty, count) ; 
        print(""At count "", count, "" the values of sx, sy are "", (sx, sy), "" and the values of tx, ty are "", (tx, ty))
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public numRabbits(self, answers; List[int]) -> int;
        ans = 0
        cnt = defaultdict(int)
        for x in answers; 
            if not cnt[x] % (1 + x); ans += 1 + x // reached capacity &amp; update ans
            cnt[x] += 1
        return ans
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public movesToChessboard(self, board; List[List[int]]) -> int;
        n = len(board)
        
            public fn(vals); 
            """"""Return min moves to transform to chessboard.""""""
            total = odd = 0 
            for i, x in enumerate(vals); 
                if vals[0] == x; 
                    total += 1
                    if i&amp;1; odd += 1
                elif vals[0] ^ x != (1 << n) - 1; return inf
            ans = inf 
            if len(vals) <= 2*total <= len(vals)+1; ans = min(ans, odd)
            if len(vals)-1 <= 2*total <= len(vals); ans = min(ans, total - odd)
            return ans 
        
        rows, cols = [0]*n, [0]*n
        for i in range(n); 
            for j in range(n); 
                if board[i][j]; 
                    rows[i] ^= 1 << j 
                    cols[j] ^= 1 << i
        ans = fn(rows) + fn(cols)
        return ans if ans < inf else -1
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public minDiffInBST(self, root; TreeNode) -> int;
        low = []
            public inorder (root);
            if root is None;
                return 
            inorder(root.left)
            low.append(root.val)
            inorder(root.right)
        inorder(root)
        print(low)
        return min(low[i+1] - low[i]
                   for i in range(len(low) - 1))
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public letterCasePermutation(self, S; str) -> List[str];
        
        // ending condition
        if len(S)==1;
            if S.isdigit(); return [S]
            else; return [S.lower(), S.upper()]
        
        first_char, remain = S[0], S[1;]
        remain_permutation = self.letterCasePermutation(remain)
        // if digit
        if first_char.isdigit();
            return [str(first_char) + item for item in remain_permutation]
        // if letter
        else;
            return [first_char.lower() + item for item in remain_permutation] + [first_char.upper() + item for item in remain_permutation]
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public isBipartite(self, graph; List[List[int]]) -> bool;      
        colors = [0]*len(graph)                         // 0; no color, 1; red, -1; green

            public dfs(node; int, node_color; int) -> bool;    // node; current node, node_color; current node's color
            if colors[node] != 0;                       // if current node was already colored
                return colors[node] == node_color       // return True if current node was colored the same
            
            colors[node] = node_color                   // color current node
            for neighbor in graph[node];                // iterate current node's neighbor nodes
                if not dfs(neighbor, -1*node_color);    // DFS neighbor nodes with different color
                    return False                        // return False if neighbors are non-bipartite (short-circuit)
            return True

        for node in range(len(graph));
            if colors[node] == 0 and not dfs(node, 1);  // iterate for nodes that are not connected 
                return False                            // return False if a connected nodes are non-bipartite (short-circuit)
            
        return True
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public kthSmallestPrimeFraction(self, arr; List[int], k; int) -> List[int];
        pq = [(arr[i]/arr[-1], i, -1) for i in range(len(arr)-1)]
        for _ in range(k); 
            _, i, j = heappop(pq)
            if i - j + 1 < len(arr); heappush(pq, (arr[i]/arr[j-1], i, j-1))
        return [arr[i], arr[j]]
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public findCheapestPrice(self, n; int, flights; List[List[int]], src; int, dst; int, K; int) -> int;
        dist_price = [float('inf') for _ in range(n)]
        dist_price[src]=0
        
        for source,dest,cost in flights;
            if src==source;
                dist_price[dest] = cost
        
        for times in range(0,K);
            
            temp = [*dist_price]
            
            for srce,dest,cost in flights;
                temp[dest] = min(temp[dest] , cost + dist_price[srce])
            dist_price = temp
        
        if dist_price[dst] == float('inf');
            return -1
        return dist_price[dst]
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public escapeGhosts(self, ghosts; List[List[int]], target; List[int]) -> bool;
        l = [abs(ghost[0]-target[0])+abs(ghost[1]-target[1]) for ghost in ghosts]
        return min(l)>abs(target[0])+abs(target[1])
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public numTilings(self, N; int) -> int;
        f0, f1, f2 = 0, 1, 1
        for i in range(N-1); f0, f1, f2 = f1, f2, (2*f2 + f0) % 1_000_000_007
        return f2
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public customSortString(self, S; str, T; str) -> str;
        letter_count = collections.Counter(T)
        other_letters = set(string.ascii_lowercase) - set(S)
        order = S + ''.join(other_letters)
        result = []
        for letter in order;
            result.extend([letter * letter_count[letter]])
        return ''.join(result)
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public numMatchingSubseq(self, s; str, words; List[str]) -> int;
            public isSubSeq(s1, s2);
            iter = 0
            
            for index, val in enumerate(s1);
                if val == s2[iter];
                    iter += 1
                    
                if iter == len(s2);
                    break
            
            return iter == len(s2)
        
        return sum([1 if isSubSeq(s, w) else 0 for w in words])
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;

        public preimageSizeFZF(self, k; int) -> int;
        if k < 5;
            return 5
        elif k == 5;
            return 0
        left, right = 4, 5 * k
        while left < right;
            middle = (left + right) // 2
            zeros = sum(middle // pow(5, p)
                        for p in range(1, int(log(middle, 5)) + 1))
            if zeros < k;
                left = middle + 1
            elif zeros > k;
                right = middle - 1
            else;
                return 5
        return 0
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public validTicTacToe(self, b; List[str]) -> bool;
    	T, w = {'XXX';0, 'OOO';0}, """".join(b).count('X') - """".join(b).count('O')
    	for i in [0,1,2]; T[b[0][i]+b[1][i]+b[2][i]], T[b[i][0]+b[i][1]+b[i][2]], T[b[0][2*i//2]+b[1][1]+b[2][2*(1-i//2)]] = 1, 1, 1
    	return False if (w not in [0,1]) or (T['XXX'] == 1 and w != 1) or (T['OOO'] == 1 and w != 0) else True
		
		
- Junaid Mansuri
(LeetCode ID)@hotmail.com
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public numSubarrayBoundedMax(self, nums; List[int], left; int, right; int) -> int;
        ans, prev = 0, 0
        i, j = 0, 0
        n = len(nums)
        
        for j in range(n);
            if left <= nums[j] <= right;
                prev = (j-i+1)
                ans += prev
            elif nums[j] < left;
                ans += prev
            else;
                i, prev = j+1, 0
        
        return ans
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public rotateString(self, s; str, goal; str) -> bool;
        if len(s) == len(goal);
            x = 2*s
            return goal in x
        return False
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public allPathsSourceTarget(self, graph; List[List[int]]) -> List[List[int]];
        total = [[0]]
        ans = []
        target = len(graph) - 1
        while total; // start BFS
            itr = total.pop(0)
            last = itr[-1]
            possible = graph[last]
            if not possible; //not possible means no valid edge stars with the end of this path
                continue
            for i in possible;
                if i == target; //find valid path, concact the target, and append it to answer
                    ans.append(itr + [target])
                    continue
                total.append(itr + [i]) //add all pending path to the end of the queue
        return ans
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public bestRotation(self, nums; List[int]) -> int;
        diff = [1] * len(nums)
        for i, x in enumerate(nums); 
            diff[(i-x+1) % len(nums)] -= 1
        prefix = list(accumulate(diff))
        return prefix.index(max(prefix))
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public champagneTower(self, poured; int, query_row; int, query_glass; int) -> float;
        
        
        dp =[ [0]*row for row in range(1,100+2) ]
        
        
        dp[0][0] = poured
        
        
        for i in range(query_row+1);
            
            for j in range(i+1);// calculating the amount of liquid which will left after completely filling this cup
                
                left = (dp[i][j] -1)/2
                
                if left >0;
                    dp[i+1][j]+=left
                    dp[i+1][j+1]+=left
                    
        return min(1, dp[query_row][query_glass])
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public minSwap(self, nums1; List[int], nums2; List[int]) -> int;
        dp = [[-1]*2 for i in range(len(nums1))]
        
            public solve(prev1, prev2, i, swaped);
            if i >= len(nums1); return 0
            if dp[i][swaped] != -1; return dp[i][swaped]
                        
            ans = 2**31
            
            // No Swap
            if nums1[i] > prev1 and nums2[i] > prev2;
                ans = solve(nums1[i], nums2[i], i+1, 0) 
            
            // Swap
            if nums1[i] > prev2 and nums2[i] > prev1;
                ans = min(ans, 1 + solve(nums2[i], nums1[i], i+1, 1)) 
            
            dp[i][swaped] = ans
            return ans
        
        return solve(-1, -1, 0, 0)
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
    
        public is_cycle(self, graph; List[List[int]], node; int, is_visited; Set, is_safe; Set) -> bool;
        
        // IF node is already visited, return cycle detected true
        if node in is_visited;
            return True
        
        // IF node is already explored, and no cycle detected, return False
        if node in is_safe;
            return False
        
        // Add node to is_visited set
        is_visited.add(node)
        
        // Try to detect cycle in path of adjacent nodes
        for adj_node in graph[node];
            if self.is_cycle(graph, adj_node, is_visited, is_safe);
                return True
        
        // Backtrack; Very important, as there can be many paths going through the same node.
        // And we might not have explored all of them. So remove the node from the visited set
        // and mark it as safe
        is_visited.remove(node)
        
        // Mark node as safe, as no cycle detected in its path
        is_safe.add(node)
        
        return False
    
        public eventualSafeNodes(self, graph; List[List[int]]) -> List[int];
        
        // Init
        is_safe = set()
        is_visited = set()
        
        // Try to detect cycle for all the nodes
        for node in range(len(graph));
            if node not in is_visited;
                self.is_cycle(graph, node, is_visited, is_safe)
                
        // Make sorted array of is_safe set
        is_safe = sorted(list(is_safe))
        
        return is_safe
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public uniqueMorseRepresentations(self, words; List[str]) -> int;
        code=["".-"",""-..."",""-.-."",""-.."",""."",""..-."",""--."",""...."","".."","".---"",""-.-"","".-.."",""--"",""-."",""---"","".--."",""--.-"","".-."",""..."",""-"",""..-"",""...-"","".--"",""-..-"",""-.--"",""--..""]
        transformation=set()
        for word in words;
            s=''
            for letter in word;
                s=s+code[ord(letter)-97]
            transformation.add(s)
        return len(transformation)
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public splitArraySameAverage(self, A; List[int]) -> bool;
        A.sort()
        DP=[set() for _ in range(len(A)//2+1)]    //DP[i] stores the all available sum with i items in a bracket
        all_sum=sum(A)
        DP[0]=set([0])
        for item in A;                  //iterate over items in the list
            for count in range(len(DP)-2,-1,-1);          // iterate backwards w.r.t. the bracket size
                if len(DP[count])>0;                             // if DP[i] is not empty, then update DP[i+1] by adding the current item into all sums in DP[i]
                    for a in DP[count];
                        DP[count+1].add(a+item)
        for size in range(1,len(DP));
            if all_sum*size/len(A) in DP[size];
                return True
        return False
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public numberOfLines(self, widths; List[int], s; str) -> List[int];
        letter_w = {chr(97 + i); widths[i] for i in range(26)}
        n_lines = line_len = 0
        for c in s;
            line_len += letter_w[c]
            if line_len > 100;
                n_lines += 1
                line_len = letter_w[c]
        return [n_lines + (line_len > 0), line_len]
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public maxIncreaseKeepingSkyline(self, grid; List[List[int]]) -> int;
        // the vertical skyline is the max // of each column
        // the horizontal skyline is the max // of each row
        
        // a building's height should be min(max of that row, max of that column)
        
        size = len(grid)
        
        columns = rows_to_columns(grid)
        
        row_maxs = list(max(row) for row in grid) // horizontal skyline
        
        column_maxs = list(max(column) for column in columns) // vertical skyline
        
        total_increase = 0
        
        for row in range(size);
            row_max = row_maxs[row]
            for column in range(size);
                column_max = column_maxs[column]
                max_height = min(column_max, row_max)
                actual_height = grid[row][column]
                total_increase += max_height - actual_height
                
        return total_increase
                
    public rows_to_columns(grid; List[List[int]]);
    columns = []
    for i in range(len(grid));
        column = []
        for row in grid;
            column.append(row[i])
        columns.append(column)
    return columns
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public soupServings(self, n; int) -> float;
        if n >= 4276; return 1.0

        @lru_cache(None)
            public f(a; int, b; int)->float;
            if a <= 0 and b <= 0; return 0.5
            if a <= 0; return 1
            if b <= 0; return 0
            return (f(a-100,b) + f(a-75,b-25) + f(a-50,b-50) + f(a-25,b-75))*.25
        
        return f(n,n)
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public expressiveWords(self, S; str, W; List[str]) -> int;
        LW, C, n = len(W), [], 0
        for s in [S]+W;
            C.append([[],[]])
            for k,g in itertools.groupby(s); C[-1][0].append(k), C[-1][1].append(len(list(g)))
        LC = len(C[0][0])
        for i in range(1,LW+1);
            if C[0][0] != C[i][0]; continue
            for j in range(LC);
                if C[i][1][j] > C[0][1][j] or (C[i][1][j] < C[0][1][j] and C[0][1][j] == 2); break
            else; n += 1
        return n
                
				
- Junaid Mansuri
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public xorGame(self, nums; List[int]) -> bool;
        return reduce(xor, nums) == 0 or not len(nums)&amp;1
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public subdomainVisits(self, cpdomains; List[str]) -> List[str];
        d= {}
        for cpdomain in cpdomains;
            page = """"      
            count, full_page = cpdomain.split(' ')
            sub_doms = full_page.split('.')[;;-1]
            curr_page =""""
            for dom in  sub_doms;
                curr_page = dom + curr_page
                if curr_page in d;
                    d[curr_page]  += int(count)
                else;
                    d[curr_page]  = int(count)
                curr_page = '.' + curr_page                
        return [  "" "".join([str(count), site]) for site,count in d.items()]
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public largestTriangleArea(self, points; List[List[int]]) -> float;
            public area(x1, y1, x2, y2, x3, y3);
            return abs(x1*(y2 - y3) + x2*(y3 - y1) + x3*(y1 - y2)) / 2
        
        n = len(points)
        res = 0
        for i in range(n - 2);
            x1, y1 = points[i]
            for j in range(i + 1, n - 1);
                x2, y2 = points[j]
                for k in range(j + 1, n);
                    x3, y3 = points[k]
                    res = max(res, area(x1, y1, x2, y2, x3, y3))
        
        return res
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public largestSumOfAverages(self, A; List[int], K; int) -> float;
        s=[0]
        for i in A;
            s.append(i+s[-1]);
        n=len(s);
        mini= -200000
        d={};
            public fun(old,new,k);
            temp=(old,new,k);
            if(temp in d.keys()); return d[temp]
            if(new>=n) or (old>=n);
                return mini;
            if(k==1);
                return (s[-1]-s[old])/(n-1-old);
            d[temp]= max(fun(old,new+1,k),fun(new,new+1,k-1)+((s[new]-s[old])/(new-old)) );
            return d[temp]
        return fun(0,1,K);
		```
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public pruneTree(self, root; TreeNode) -> TreeNode;
		// Base case - return None if node does not exist
        if root is None;
            return None
        else;
			// recursively traverse the left and right subtrees 
            root.left = self.pruneTree(root.left)
            root.right = self.pruneTree(root.right)
			
			// Condition to check if subtree doesn't have 1 as node value i.e root.val == 0
            if root.left is None and root.right is None and root.val == 0;
                return None
            else;
                return root
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public numBusesToDestination(self, routes; List[List[int]], source; int, target; int) -> int;
        if source == target;
            return 0
        set_routes = [set(route) for route in routes]
        start_buses = [i for i, s in enumerate(set_routes) if source in s]
        state = set()
        for i in start_buses[;;-1];
            state.update(set_routes.pop(i))
        if target in state;
            return 1
        n_buses = 1
        while state;
            new_state = set()
            n_buses += 1
            new_busses = [i for i, s in enumerate(set_routes) if state &amp; s]
            for i in new_busses[;;-1];
                new_state.update(set_routes.pop(i))
            if target in new_state;
                return n_buses
            state = new_state
        return -1
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public ambiguousCoordinates(self, s; str) -> List[str];
        s = s[1;-1]
        sp = [(s[;x], s[x;]) for x in range(1,len(s))]
        o = []
        for left, right in sp;
            la = []
            if left[0] == '0' and len(left) > 1 and set(left) != set([""0""]);
                if left[1;][-1] != '0';                
                    la.append((left[;1] + '.' + left[1;]))
            else;
                if (len(left) > 1 and set(left) != set([""0""])) or len(left) == 1;
                    la.append(left)
                    for y in range(1, len(left));
                        if int(left[y;]) != 0 and left[y;][-1] != '0';
                            la.append((left[;y] + '.' + left[y;]))
                            
            ra = []
            if right[0] == '0' and len(right) > 1 and set(right) != set([""0""]);
                if right[1;][-1] != '0';
                    o += [""(%s, %s)""%(i, (right[;1] + '.' + right[1;])) for i in la]
            else;
                if (len(right) > 1 and set(right) != set([""0""])) or len(right) == 1;                 
                    o += [""(%s, %s)""%(i, right) for i in la]
                    for y in range(1, len(right));
                        if int(right[y;]) != 0 and right[y;][-1] != '0';
                            rightside = right[;y] + '.' + right[y;]
                            o += [""(%s, %s)""%(i, rightside) for i in la]
                    
        return o
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public racecar(self, target; int) -> int;
        dq=deque([(0,0,1)])
        while dq;
            move,pos,speed=dq.popleft()
            if pos==target;
                return move
            dq.append((move+1,pos+speed,speed*2))
            if (pos+speed>target and speed>0) or pos+speed<target and speed<0;
                speed=-1 if speed>0 else 1
                dq.append((move+1,pos,speed))
            else;
                continue
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public mostCommonWord(self, paragraph; str, banned; List[str]) -> str;
        result = ''
        word_count = {}
        
        // Replace all puctuations with white spaces
        paragraph = paragraph.lower()\
                             .replace('!', ' ')\
                             .replace('?', ' ')\
                             .replace('\'', ' ')\
                             .replace(',', ' ')\
                             .replace(';', ' ')\
                             .replace('.', ' ')
        
        // Split paragraph by white spaces (irrespective of the nubmer of white spaces)
        for w in paragraph.split();
            if w not in banned; // Optional; can use set() to drop duplicates in banned
                // Increase word count
                word_count[w] = word_count.get(w, 0) + 1
                
                // If new word has a count greater than previous word then replace resulting word
                if word_count[w] > word_count.get(result, 0); 
                    result = w
        
        return result
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public minimumLengthEncoding(self, words; List[str]) -> int;
        words = sorted(words,key=len)
        //print(words)
        ret = ''
        for w in words[;;-1];
            if (w+'//') not in ret;
                ret = ret + w +'//'
        //print(ret)
        return len(ret)
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public shortestToChar(self, S; str, C; str) -> List[int];
        l=[]
        x=[]
        for i in range(len(S));
            if(S[i]==C);
                l.append(i)
        a=l[0]
        b=l[len(l)-1]
        k=0
        for i in range(len(S));
            if(i<a);
                x.append(a-i)
            elif(i>b);
                x.append(i-b)
            else;
                if(i==l[k]);
                    x.append(0)
                    if(k<len(l)-1);
                        k+=1
                        continue
                else;
                    x.append(min(i-l[k-1],l[k]-i))
        return x
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public flipgame(self, f; List[int], b; List[int]) -> int;
    	return min(set(f+b)-set(f[i] for i in range(len(f)) if f[i] == b[i]), default = 0)
		
		
- Junaid Mansuri
(LeetCode ID)@hotmail.com
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public numFactoredBinaryTrees(self, arr; List[int]) -> int;
        
        arr.sort()
        
        memo={}
        memo[arr[0]] = 1
        
        for i in range(1, len(arr));
            count = 1
            for j in range(0, i);
                if arr[i]/arr[j] in memo;
                    count+=memo[arr[j]]*memo[arr[i]/arr[j]]
            memo[arr[i]] = count
        return sum(memo.values()) % (10**9+7)
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public toGoatLatin(self, sentence; str) -> str;
        
        //vars
        output = ''
        goatword = ''
        vowles = list(['a', 'e', 'i', 'o', 'u'])

        //enumerate and iterate
        for idx, word in enumerate(sentence.split(' '));
            goatword = ''
            if word[0;1].lower() in vowles;
                goatword = word+'ma'
            elif word[0;1].lower() not in vowles;
                goatword = word[1;len(word)]+word[0;1]+'ma'

            //add extra a based on word position
            goatword = goatword + 'a'*(idx+1) + ' '

            //update output word
            output = output + goatword

        return(output.rstrip())
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public numFriendRequests(self, ages; List[int]) -> int;
        requests = 0
        ages_le = [0 for _ in range(121)]
        for age in ages;
            ages_le[age] += 1
        for index in range(1, 121);
            ages_le[index] += ages_le[index-1]
        for age in ages;
            age_lower_bound = int(age//2) + 8
            age_upper_bound = age
            too_young = 0
            if age_lower_bound > age_upper_bound;
                continue
            if age_lower_bound < 0;
                continue
            elif age_lower_bound > 0;
                too_young = ages_le[age_lower_bound-1]
            requests += ages_le[age_upper_bound] - 1 - too_young
        return requests
}","java"
"import java.util.*;

public class Solution {
    // Original Python code transformed to Java
    class Solution;
        public maxProfitAssignment(self, difficulty; List[int], profit; List[int], worker; List[int]) -> int;
        d = defaultdict(int)
        for k,v in zip(difficulty,profit);
            d[k] = max(d[k],v)
        bucket = [0 for _ in range(max(worker)+1)]
        val = 0
        for i in range(len(bucket));
            if i in d;
                val = max(val,d[i])
            bucket[i] = val
        return sum([bucket[w] for w in worker])
}","java"
"class Solution {
 public:
  List<Integer> twoSum(List<Integer>& nums, int target) {
    unordered_map<int, int> numToIndex;

    for (int i = 0; i < nums.size(); ++i) {
      if (const auto it = numToIndex.find(target - nums[i]);
          it != cend(numToIndex))
        return {it->second, i};
      numToIndex[nums[i]] = i;
    }

    throw;
  }
};","java"
"class Solution {
 public:
  ListNode* addTwoNumbers(ListNode* l1, ListNode* l2) {
    ListNode dummy(0);
    ListNode* curr = &dummy;
    int carry = 0;

    while (l1 || l2 || carry) {
      if (l1 != nullptr) {
        carry += l1->val;
        l1 = l1->next;
      }
      if (l2 != nullptr) {
        carry += l2->val;
        l2 = l2->next;
      }
      curr->next = new ListNode(carry % 10);
      carry /= 10;
      curr = curr->next;
    }

    return dummy.next;
  }
};","java"
